id,race_id,horse_number,Draw,Horse_ID,Country,Name,Age,weight_uk,weight,gears,Horse_rate,jockey_ID,jockey,trainer_ID,trainer,fav,odds,odds_decimal,Timeform_comments
298495,183330,3,5.0,153645,IRE,Tiernan,3,9-4,58.95,,101.0,931,P Mulrennan,948,I Jardine,1st,2/9,1.22,Ideally suited by the trip when coming a 3/4l third in Glasgow Stakes (Listed) here most recent run; steadily progressive; top course jockey; the pick on balance of form
298496,183330,4,3.0,155920,FR,Aequitas,3,8-13,56.65,,,5203,Mark Winn,1642,D O'Meara,2nd,15/2,8.5,"31 mar 2022; 50,000gns Sea The Moon filly; half-sister to Verbal Geyser; related to multiple winners; dam a winner in France; might need this debut experience however"
298497,183331,1,1.0,130358,IRE,Defiance,4,9-12,62.55,,99.0,886,S De Sousa,2048,R Varian,1st,13/8,2.63,Ran to form when beaten by 3 1/2l off the mark of 99 over 10f at Goodwood last time; gelded back in July; had two runs since then and placed on one occasion; running well at present therefore that can continue here
298498,183331,2,2.0,125026,GB,Paddy The Squire,5,9-9,61.2,t,96.0,17,A Mullen,948,I Jardine,,,,Well backed when landing a handicap by 5l off the mark of 87 at Thirsk last time; upped 9lb's in the weights after that victory last time; won at Chester in May; running well this season and he is the one to beat here
298499,183331,3,8.0,86481,GB,Faylaq,9,9-8,60.75,,95.0,931,P Mulrennan,502,J S Goldie,,14/1,15.0,Below par when finishing down the field in a handicap over 10f at York most recent; in good form prior; top course jockey/trainer combination; value selection based on balance of form
298500,183331,4,5.0,110813,IRE,La Pulga,6,9-8,60.75,,95.0,5908,Archie Young,4122,C Johnston,,,,Scored by 6l off the mark of 85 at Newcastle in July; since came second and beaten by 1/2l off the mark of 93 last time; enjoys making it during his races; could be a contender here
298501,183331,5,4.0,131266,GB,Beylerbeyi,5,9-4,58.95,t,91.0,122,D Nolan,45,Ian Williams,,11/2,6.5,Raced a bit too freely when landing a handicap by 3/4l off the mark of 85 at Chepstow last time; usually held up during races; up 6lb's after the victory last time; probably a bit more to come
298502,183331,6,3.0,130232,IRE,Sportingsilvermine,4,8-11,55.75,,84.0,6780,Warren Fentiman,3834,James Owen,2nd,5/1,6.0,Travelled well when beaten by a neck off the mark of 80 over 11f at Yarmouth last time; upped 4lb's in the weights after that effort; won off the mark of 73 back in April; will probably need a career best to win this
298503,183331,7,6.0,99817,GB,Spanish Hustle,7,8-4,52.6,,77.0,6647,Shay Farmer,502,J S Goldie,,,,Keen and ran to form when scoring by a nose off the mark of 73 here on penultimate start; since came fourth and beaten by 5 1/2l off the mark of 77 last time; top course trainer; chance
298504,183331,8,7.0,120195,USA,Tafsir,6,8-2,51.7,p,75.0,6234,Rhys Elliott,502,J S Goldie,,22/1,23.0,6yo with plenty of experience under her belt; ran to form when beaten by 4l off the mark of 70 over 1m6f at Carlisle last time; back down in trip here; top course trainer; might need to bounce back in this
298505,183332,1,3.0,141696,GB,Naanas Sparkle,3,9-10,61.65,,88.0,2916,Rowan Scott,3582,Alice Haynes,,,,Three wins in ten career starts; landed a handicap by a length off the mark of 83 at Goodwood last time out; up 5lb's in the weights after that victory; can continue his good form here in this
298506,183332,2,1.0,130645,IRE,Brummell,4,9-8,60.75,,84.0,6504,Tom Kiely-Marshall,744,Miss J A Camacho,1st,7/2,4.5,Landed a handicap by a nose off the mark of 81 at Pontefract last time; up just 3lb's in the weights after that winning effort; runs off a career high mark here; will need a career best to win this contest
298507,183332,3,7.0,147201,IRE,Far Above Dream,3,9-6,59.85,p,84.0,6780,Warren Fentiman,3834,James Owen,,,,Improved on handicap debut when scoring by 2l off the mark of 78 over 6f at Bath in June; since came third and beaten by 3/4l off the mark of 83 last time; cheekpieces fitted for the first time; not out of it here
298508,183332,4,2.0,93247,IRE,Elegant Erin,8,9-5,59.4,,81.0,122,D Nolan,23,P T Midgley,,,,Bit too much to do when beaten by 3/4l off the mark of 81 at Pontefract last time; runs off the same mark here; came second on three occasions back in April/May/June; could run well
298509,183332,5,4.0,132947,GB,Lions House,4,9-4,58.95,,80.0,5521,Kaiya Fraser,1345,Miss L A Perratt,,,,Ideally suited by the trip when scoring by 1/2l off the mark of 78 at Southwell in May; since came third and beaten by 1 1/4l off the mark of 80 last time; runs off the same mark here; needs to bounce back to form here
298510,183332,6,6.0,100972,IRE,Water Of Leith,7,8-12,56.2,,74.0,4423,Amie Waugh,502,J S Goldie,,,,Well backed when beaten by 2l off the mark of 75 at Newcastle last time; better form on AW; top course trainer; comes into this off a short-break; yard going well; top course trainer; contender
298511,183332,7,5.0,136274,IRE,Jm Jhingree,3,8-8,54.4,,72.0,6234,Rhys Elliott,502,J S Goldie,,,,Improved on recent form when overcoming keenness to score by a neck off the mark of 69 at Musselburgh three starts back; since came fourth and beaten by 2 1/4l last time; top course trainer; can go well in this
298512,183333,1,5.0,141903,IRE,Brazilian Rose,4,9-10,61.65,,74.0,5521,Kaiya Fraser,4121,R Menzies,,,,Beaten 8l in a handicap at Ripon last time; down 1lb in the weights after that effort; hasn't shown much in last few runs; creeping down the weights still; best watched in this
298513,183333,2,3.0,135703,IRE,The Actor,3,9-9,61.2,v,76.0,2916,Rowan Scott,744,Miss J A Camacho,,,,One win in ten career starts; probably needed then race when beaten by 4l off the mark of 79 over 5f at Pontefract last time; runs off a 3lb lower mark here; not out of it
298514,183333,3,1.0,129000,GB,The Good Biscuit,4,9-8,60.75,,72.0,6780,Warren Fentiman,679,Mrs R Carr,,,,Did not get a clear run when scoring by a length off the mark of 68 at Pontefract on penultimate start; since came fourth and beaten by 3/4l off the mark of 72 last time; the pick on balance of form
298515,183333,4,6.0,128359,IRE,Emperors Son,4,9-6,59.85,,70.0,3548,O J Orr,6,R A Fahey,,,,One win in nine runs; beaten by 8 1/4l in a handicap over 5f at Chepstow last time; top jockey back on board in this; down 3lb's from last run; could be well handicapped here; threat
298516,183333,5,4.0,101177,GB,Iris Dancer,7,9-4,58.95,b,68.0,17,A Mullen,2122,T Davidson,,,,Well backed when scoring by 3 1/4l off the mark of 63 here in June; since came sixth and beaten by 3l off the mark of 68 last time; down 1lb from last run; could be in the mix here
298517,183333,6,2.0,138518,IRE,Dandy Magic,3,9-3,58.5,,70.0,931,P Mulrennan,502,J S Goldie,,,,Appeared not to stay when beaten by 7 1/2l in a handicap over 7f at Lingfield last time; top course jockey/trainer combination; usually held up; returning from a break; value selection based on balance of form
298518,183334,1,1.0,130921,GB,South Shore,4,10-0,63.5,h,64.0,1509,J P Sullivan,679,Mrs R Carr,,,,Slowly away when scoring by a neck off the mark of 60 over 6f at Wetherby in June; since came fifth and beaten by 3 1/4l off the mark of 64 last time out; runs off the same mark here; could figure
298519,183334,2,3.0,124316,GB,Too Much,5,10-0,63.5,h,64.0,5521,Kaiya Fraser,922,D Thompson,,,,Ran to form when coming a 8 1/4l third in a handicap over 8f at Redcar on most recent run; does have better form on the AW; down 2lb's from last run; out of sorts at present and does have a bit to find
298520,183334,3,2.0,120196,IRE,Rock Of England,5,10-0,63.5,,64.0,122,D Nolan,23,P T Midgley,,,,Bit in hand when landing a handicap by a length off the mark of 62 at Beverley last time out; up just 4lb's in the weights after that victory; yard and jockey going well; the pick on balance of form
298521,183334,4,5.0,129124,IRE,A Girl Named Ivy,4,9-13,63.0,,63.0,4553,Sean Kirrane,320,M Dods,,,,Finished down the field in a handicap over 6f at Thirsk on most recent run; down 2lb's in the weights after that effort; finished second twice in June and July; may contend here if bouncing back to that sort of form
298522,183334,5,6.0,119147,GB,Stormy Pearl,5,9-8,60.75,p,58.0,6234,Rhys Elliott,922,D Thompson,,,,Scored by 3/4l off the mark of 55 here three starts back; since came seventh and beaten by 7l off the mark of 59 last time; enjoys making it during races; down 1lb from last run; needs to bounce back in this
298523,183334,6,8.0,133541,IRE,Chief Of State,4,9-2,58.05,pt,52.0,2916,Rowan Scott,4206,B Haslam,,,,Beaten by 2 1/2l off the mark of 54 at Newcastle last time out; wide draw to contend with in this contest; yet to win in six career runs; down 2lb's from last run; not out of it but does need a career best to win this
298524,183334,7,7.0,137819,GB,Thunderstorm Katie,4,9-2,58.05,,52.0,931,P Mulrennan,502,J S Goldie,,,,Ran to form when showing a willing attitude to score by a short-head off the mark of 48 over 6f at Ayr on penultimate start; since came fourth and beaten by 4l last time; top course jockey/trainer combination; could go well
298525,183334,8,4.0,117218,IRE,Global Effort,5,9-1,57.6,v,51.0,6780,Warren Fentiman,118,P S McEntee,,,,Landed a handicap by a short-head off the mark of 54 at Chelmsford last time; up just 2lb's in the weights after that effort; was a winner off the mark of 50 before that; a real threat here
298526,183335,1,1.0,128815,IRE,Profit Refused,4,10-1,63.95,,86.0,208,J P Spencer,3867,Ollie Sangster,,,,Scored by a neck off 82 over 7f at Chester three starts back; possibly made too much use of but disappointing beaten 13l off 87 last time; effective 6-8f on a sound surface; mark only fair
298527,183335,2,4.0,130744,IRE,Photosynthesis,4,10-1,63.95,,86.0,5587,Harry Davies,355,P W Chapple-Hyam,2nd,5/1,6.0,"Didn't quite stay off strong pace beaten 6l in a handicap over 7f at Haydock last time; suited by 6f, barely gets 7f, acts on a sound surface; consistent sort"
298528,183335,3,9.0,130129,GB,Dorney Lake,4,10-0,63.5,t,85.0,5838,Billy Loughnane,318,M L W Bell,,,,Didn't act on the soft ground beaten 6l in a handicap at Yarmouth last time; trainer in form; usually held up; effective 6/7f on good to soft and good to firm; touch out of form
298529,183335,4,7.0,121381,GB,Cinque Verde,5,9-12,62.55,,83.0,26,William Carson,135,A W Carroll,,,,"Below par for no obvious reason down the field in a handicap at Goodwood most recent run; in good form prior; suited by 5/6f, doesn't stay 7f, and a sound surface; could bounce back"
298530,183335,5,3.0,127943,GB,Thunder Blue,4,9-12,62.55,bt,83.0,4510,William Carver,262,J A Osborne,,,,"Well backed, returned to form beaten a short-head off 83 at Windsor last time; effective 6/7f, acts on any; extreme hold-up horse on competitive mark"
298531,183335,6,8.0,119035,GB,Expert Agent,5,9-8,60.75,p,79.0,4705,Marco Ghiani,282,S C Williams,,,,Back to best scored by 1 1/4l off 74 at Haydock three starts back; disappointing for no obvious reason beaten 6l off 80 last time; suited by 6f and sound surface; hit and miss
298532,183335,7,5.0,144336,GB,Rajaking,3,9-7,60.3,,81.0,5258,Aidan Keeley,282,S C Williams,1st,7/2,4.5,"Suited by drop back in trip beaten 1/2l off 80 here last time; effective 6f, acts on GF and AW; has probably found form"
298533,183335,8,6.0,137829,IRE,Dapper Guest,3,9-0,57.15,p,74.0,3287,K Shoemark,131,G G Margarson,,,,"Scored by 1/2l off 68 over 7f here three starts back; fraction below par on easy ground beaten 4 1/2l off 75 last time; suited by 7f, acts on good, likes fast ground; in solid form"
298534,183335,9,2.0,68056,GB,Equiano Springs,11,8-13,56.65,,70.0,24,N Callan,356,T P Tate,,,,"Best run this term off falling mark beaten 1/2l off 69 here last time; suited by 6f, better on sound surface; Newmarket specialist, on workable mark"
298535,183336,1,3.0,155293,FR,Toyotomi,4,9-6,59.85,,102.0,794,D Tudhope,1642,D O'Meara,,20/1,21.0,"Got behind on tight track beaten 4 1/4l in Queensferry Stakes (Listed) at Chester last time; effective 5/6f, may prefer some give; bit to prove in Britain"
298536,183336,2,4.0,101847,GB,Apollo One,7,9-3,58.5,,104.0,928,S M Levey,3815,P Charalambous & J Clutterbuck,,,,"Would have been 2l closer with a clear run beaten 5 1/2l in a handicap at Goodwood last time; suited by 6f, acts on any; has run into form"
298537,183336,3,2.0,130755,IRE,Elmonjed,4,9-3,58.5,pt,99.0,101,Jim Crowley,147,W J Haggas,2nd,11/2,6.5,"Got no run but off a stiff mark and found little when gaps came beaten 10l in a handicap at Goodwood last time; trainer in form; suited by 6f, acts on good to soft and good to firm; consistent"
298538,183336,4,9.0,122939,IRE,Ferrous,5,9-3,58.5,,106.0,3661,Callum Rodriguez,4209,J Channon,2nd,11/2,6.5,"Below form in Group company down the field in Hackwood Stakes (Group 3) at Newbury most recent start; usually consistent; suited by 6f, acts on any; probably better off in handicaps"
298539,183336,5,6.0,128847,IRE,Iberian,4,9-3,58.5,t,105.0,5838,Billy Loughnane,2210,C Hills,1st,5/1,6.0,Didn't seem to stay well beaten in Lennox Stakes (Group 2) over 7f at Goodwood latest; ideally wants 6f and some give; can bounce back down in trip
298540,183336,6,7.0,110205,GB,Lethal Levi,6,9-3,58.5,b,109.0,1003,S H James,2632,K R Burke,,,,"Every chance and ran to form fourth beaten 2l in Criterion Stakes (Group 3) over 7f at York latest; enjoys making it; off a short-break; suited by 6/7f, best on sound surface, likes fast ground; reliable"
298541,183336,7,5.0,127941,IRE,Shagraan,4,9-3,58.5,,100.0,5587,Harry Davies,1668,M Appleby,,15/2,8.5,Moderate effort on softening ground beaten 5l in a handicap over 5f at Goodwood last time; suited by 5/6f and a sound surface; should return to form
298542,183336,10,10.0,137123,GB,Pellitory,3,9-0,57.15,v,101.0,5547,S D Bowen,3834,James Owen,,22/1,23.0,Ran to form off stiff enough mark in competitive handicap beaten 4l in a handicap over 7f at Goodwood last time; visor first time; suited by 7/8f and good or soft ground; largely consistent
298543,183336,11,11.0,129615,IRE,Dubai Treasure,4,8-12,56.2,,100.0,2603,Daniel Muscutt,1397,S bin Suroor,,,,Well backed continued progress when winning a handicap at Goodwood by a neck last time; effective 6/7f on a sound surface; open to further improvement
298544,183337,1,6.0,155436,FR,Inis Mor,2,9-9,61.2,,,928,S M Levey,2739,D Menuisier,,,,"Green in front but came clear with second when 1 1/4l winner in a novice here on debut; middle-distance bred, hits ground quite hard; big, workmanlike sort, should improve"
298545,183337,2,9.0,155921,IRE,Blue Samuna,2,9-2,58.05,,,6705,Alexandra Egan,274,Jane Chapple-Hyam,,,,"29 Mar; 18,000gns Space Blues filly; half-sister to Brave Byreflection, useful at 7f; dam smart at 8f at 2yo; one of two for yard and market may prove best guide to chances"
298546,183337,3,3.0,155922,IRE,City Queen,2,9-2,58.05,,,254,D C Costello,2626,C Appleby,,,,Yard won this last year; 25 Apr; Dubawi filly; dam high-class at 10f; one of two for top yard; market may guide
298547,183337,4,1.0,155923,GB,Enchanted Queen,2,9-2,58.05,,,5838,Billy Loughnane,2626,C Appleby,,,,Yard won this last year; 27 Feb; Ghaiyyath filly; dam high-class at middle-distancew/stayer; on of two for top trainer
298548,183337,5,7.0,155925,IRE,Harlequin Breeze,2,9-2,58.05,,,4705,Marco Ghiani,274,Jane Chapple-Hyam,,,,"16 Mar; 70,000gns breeze-up purchase by New Bay; dam smart from 12f to 13f; market will be best guide to chances"
298549,183337,6,5.0,155936,GB,On Message,2,9-2,58.05,,,7004,H Crouch,152,R M Beckett,,,,"Yard has won 2 of last 5 runnings of race; 29 Jan; Camelot filly; half-sister to Declared Interest, smart at 8f; dam smart at 8f; from a good yard"
298550,183337,7,4.0,155940,GB,Remi Mae,2,9-2,58.05,,,4510,William Carver,256,A M Balding,,,,"6 Mar; 75,000gns Invincible Spirit filly; half-sister to Tribal Nation, smart at 7f; dam high-class at 7f; top trainer and could be one of sharper debutants"
298551,183337,8,8.0,155944,IRE,Tashi Delek,2,9-2,58.05,,,2603,Daniel Muscutt,361,J R Fanshawe,,,,"18 Jan; 250,000gns Night Of Thunder filly; dam useful at 7f at 2yo; trainer in form; most expensive purchase in the field"
298552,183337,9,10.0,155945,IRE,Ventana,2,9-2,58.05,,,3287,K Shoemark,2210,C Hills,1st,25/1,26.0,"21 Feb; 60,000 euros Supremacy filly; half-sister to Secret Angel, very smart at 6f; dam high-class at 7f; probably need the run"
298553,183337,10,2.0,155946,GB,Wild Dahlia,2,9-2,58.05,,,4777,Cieren Fallon,147,W J Haggas,,,,"13 Apr; £65,000 breeze-up purchase by Ardad; half-sister to Arts Of War, useful from 7f (at 2yo) to 9f; dam smart at 10f; represents top yard"
298554,183338,1,3.0,154934,IRE,Akrivos,2,9-2,58.05,,,254,D C Costello,45,Ian Williams,2nd,66/1,67.0,
298555,183338,2,4.0,155551,GB,Blue Aria,2,9-2,58.05,,,3287,K Shoemark,2414,J & T Gosden,,,,
298556,183338,3,6.0,155926,GB,I Can Dance,2,9-2,58.05,,,2603,Daniel Muscutt,4122,C Johnston,,,,
298557,183338,4,2.0,155932,GB,Monoceros,2,9-2,58.05,,,5838,Billy Loughnane,2626,C Appleby,1st,6/5,2.2,
298558,183338,5,5.0,155788,IRE,Night Patrol,2,9-2,58.05,,,1204,J P Fahy,223,R Hannon,,,,
298559,183338,6,1.0,155943,IRE,St Anton,2,9-2,58.05,,,928,S M Levey,223,R Hannon,,,,
298560,183339,1,3.0,127953,GB,Angel Shared,4,9-12,62.55,,84.0,254,D C Costello,2660,Steph Hollinshead,,,,"All out in finish involving four others landing a handicap by 1/2l off 81 here last time; enjoys making it; suited by 5/6f, acts on any; may have reached ceiling but very game"
298561,183339,2,5.0,141461,IRE,Raneenn,3,9-9,61.2,h,84.0,4777,Cieren Fallon,147,W J Haggas,1st,11/2,6.5,"Probably wanted further beaten 4l off 86 over 5f at Ascot last time; hood first time; trainer in form; effective 6/7f, acts on good to soft and good to firm; form has tailed off"
298562,183339,3,6.0,127344,GB,Miss Show Off,4,9-9,61.2,,81.0,7004,H Crouch,230,C G Cox,,,,Raced too freely beaten 6l in a handicap over 5f at Ascot last time; effective 5/6f on a sound surface; in and out of form
298563,183339,4,1.0,141287,GB,Arabian Leopard,3,9-6,59.85,,81.0,208,J P Spencer,244,D M Simcock,,,,Ran to form beaten 3l off 81 at Goodwood last time; suited by 6/7f and a sound surface; in form
298564,183339,5,7.0,141175,IRE,Greydreambeliever,3,9-6,59.85,p,81.0,6871,Jack Nicholls,2632,K R Burke,2nd,20/1,21.0,Made plenty of use of but cheekpieces looked less effective second time down the field in a handicap at Goodwood most recent start; suited by 6f and a sound surface; temperament to prove
298565,183339,6,2.0,145001,GB,Swiss Lightning,3,9-3,58.5,p,78.0,5838,Billy Loughnane,2414,J & T Gosden,,,,"Ran to best maiden form on handicap debut down in trip beaten 3/4l off 78 at Leicester last time; cheekpieces first time; significant jockey booking; suited by 6f, acts on a sound surface; workable mark"
298566,183339,7,4.0,145220,GB,Cuban Lady,3,9-1,57.6,,76.0,3287,K Shoemark,3139,Tom Clover,,,,"Didn't quite get home after racing too freely beaten 2l off 77 here last time; suited by 6f, acts on a sound surface; open to improvement if will settle better"
298567,183340,1,4.0,120623,IRE,Classic Speed,5,9-12,62.55,,64.0,928,S M Levey,4096,Brian Toomey,,,,"Ran poorly, perhaps not handling fast ground comfortably held in a handicap over 9f at Epsom last time; suited by 1m on AW; yet to show much on turf and has lost form"
298568,183340,2,1.0,138432,GB,Calibos,3,9-9,61.2,bt,68.0,101,Jim Crowley,2301,D & C Kubler,,11/1,12.0,"Scored by 4l off 61 at Windsor penultimate start; race probably came too soon when well beaten off 67 last time; suited by 10f, acts on any; likely to return to form"
298569,183340,3,6.0,145774,IRE,Arundel,3,9-7,60.3,v,66.0,7004,H Crouch,295,E A L Dunlop,1st,15/8,2.88,"Scored by 2l off 58 at Pontefract in May; visored and suited by step-up in trip when second beaten 1/2l off 65 last time; effective 10f, 12f suits, acts on good to soft and good to firm; staying type, open to improvement"
298570,183340,4,3.0,147996,GB,Huggable,3,9-7,60.3,,66.0,4769,Morgan Cole,3782,Dylan Cunha,2nd,2/1,3.0,"Well handicapped on novice form, step-up in trip suited landing a handicap by 6l off 60 at Epsom last time; suited by 10f and a sound surface; quirky but remains well treated at weights"
298571,183340,5,5.0,145057,IRE,Betty Bassett,3,9-4,58.95,p,63.0,5838,Billy Loughnane,45,Ian Williams,,,,Yard won this last year; scored by a head off 62 at Wetherby in June; ridden to stay and debatable whether really saw it out fifth beaten 3 1/4l off 64 last time; suited by 10f and a sound surface; fraction below best of late
298572,183340,6,2.0,138994,IRE,Gretna Dreams,3,9-2,58.05,,61.0,618,P Cosgrave,282,S C Williams,,,,Back to best ridden near pace on a sharp track landing a handicap by 2 1/2l off 56 at Brighton last time; suited by easy 10f and sound surface; needs the right conditions
298573,183341,1,1.0,144380,IRE,Venezuelan,3,9-9,61.2,b,81.0,7004,H Crouch,152,R M Beckett,1st,4/9,1.44,"Well backed, making running suited though race fell apart when winning a maiden at Lingfield by 13l last time; suited by 12f and a sound surface; looks irresolute and untrustworthy"
298574,183341,2,3.0,145404,IRE,Atlantic Sunset,3,9-5,59.4,v,77.0,24,N Callan,4122,C Johnston,,,,Scored by a length off 74 here penultimate start; raced lazily beaten 12l off 78 last time; suited by 12f and a sound surface; yard's out of form runners usually bounce back
298575,183341,3,2.0,141475,IRE,Bondi,3,9-1,57.6,,73.0,928,S M Levey,223,R Hannon,2nd,5/1,6.0,Scored by 3/4l off 68 over 11f at Windsor penultimate start; disappointing up 5lb beaten 13l off 73 last time; suited by 12f and fast ground; had been progressive
298576,183342,1,2.0,135665,GB,Mount Atlas,4,10-0,63.5,,107.0,3005,Oisin Murphy,256,A M Balding,,,,Smart sort who was back to winning ways at Ascot last time; acts on any but particularly effective on fast; 5lb rise for last time means more is needed to follow up here.
298577,183342,2,4.0,127045,IRE,Naqeeb,5,9-12,62.55,,105.0,5205,Ryan Sexton,744,Miss J A Camacho,1st,7/1,8.0,"On a losing run of 12 but some good efforts in top 10-12f handicaps lately, including latest second over 10f at Goodwood last time; leading player."
298578,183342,3,6.0,120874,USA,This Songisforyou,7,9-6,59.85,,99.0,3574,Tom Marquand,4245,E Mullins,,,,Ran okay on the figures when fifth of six in a 12f Gr 3 last time; interesting on last September's 10f win at the Curragh and is shrewd trainer's only runner here over the four days.
298579,183342,4,8.0,128732,GB,Insanity,5,9-4,58.95,,97.0,4174,Rossa Ryan,57,A King,2nd,8/1,9.0,"Down the field in this last year but may well fare better this time, with such as his win at Ayr three starts back and latest sound third at Ascot entitling him to be thereabouts."
298580,183342,5,9.0,132329,IRE,French Duke,4,9-4,58.95,h,97.0,1245,James Doyle,2048,R Varian,,,,Yard won this last year; slowly away when bit disappointing over 1m6f at Goodwood most recent run; return to 12f may help but needs to rediscover his good 2024 form.
298581,183342,6,10.0,133225,GB,Champagne Prince,4,9-2,58.05,,95.0,4468,D Egan,274,Jane Chapple-Hyam,,,,"Well below-par at Newmarket most recently, since when he has been gelded; better on the AW and looks on a high enough mark on balance of his turf form; others preferred."
298582,183342,7,1.0,119903,IRE,Chillingham,6,9-1,57.6,v,94.0,3300,Hollie Doyle,4275,E Bethell,,12/1,13.0,"Interesting off this mark on the pick of his form and though below-par here latest, that was a muddling event; awarded the race in the stewards' room here in June; worth considering."
298583,183342,8,7.0,124651,IRE,Zanndabad,6,8-13,56.65,,92.0,1055,W Buick,366,A J Martin,,9/1,10.0,"Hinted that all of his Flat ability remains when set a lot to do in the Northumberland Plate (2m, AW) last time in June; ran well hurdling latest; longer trip would suit better; each-way chance."
298584,183342,9,3.0,118507,IRE,Asgards Captain,5,8-9,54.85,,88.0,1130,J F Egan,3782,Dylan Cunha,,,,"Bit up and down lately but did run to form at Ascot last time and, with trip/ground fine, has each-way chance."
298585,183342,10,11.0,113265,GB,Marhaba The Champ,6,8-9,54.85,,88.0,1922,Jason Hart,467,Mrs S Leech,,,,"Won this in 2023 and though not so good nowadays, latest second at Doncaster (10f) was best run for a long while; sold out of Kevin Ryan's yard for 8,000gns since; considered."
298586,183342,11,5.0,110878,IRE,Austrian Theory,6,8-4,52.6,,83.0,896,D Fentiman,470,T D Easterby,,,,Interesting on his sound fifth in top 10.3f handicap here last month but less good twice since and bit to prove overall; stamina beyond 10.3f is unproven.
298587,183343,1,4.0,105203,IRE,Trawlerman,7,9-8,60.75,h,121.0,1055,W Buick,2414,J & T Gosden,1st,8/11,1.73,Top-class stayer who ran them ragged in the Gold Cup (2m4f) at Ascot last time; fully effective at 2m while he won only previous start here (2022 Ebor); should be very hard to pass.
298588,183343,2,6.0,105752,GB,Al Nayyir,7,9-5,59.4,p,111.0,1245,James Doyle,3139,Tom Clover,,,,"Only just edged out in this last year but not quite so good this season, including well-held third to Trawlerman at Sandown in May; others preferred."
298589,183343,3,5.0,115054,IRE,Al Qareem,6,9-5,59.4,,114.0,3348,C Lee,2632,K R Burke,,,,Admirably reliable front-running 6yo who comes here in fine form after two recent 14f wins here; stays 15f on soft and 2m shouldn't be an issue; more needed against the top two here.
298590,183343,4,3.0,93101,GB,Dubai Future,9,9-5,59.4,hp,114.0,5007,K Stott,1397,S bin Suroor,,,,"Similar level to Gold Cup form when running very respectably in Goodwood Cup last time; stays 2m, acts on a sound surface; work to do to trouble the top two here."
298591,183343,5,1.0,121896,IRE,Sweet William,6,9-5,59.4,v,115.0,193,R Havlin,2414,J & T Gosden,,,,Very consistent and high-class 6yo who found 2m4f too far in Ascot Gold Cup but was back to form when third in Goodwood Cup last time; the clear main danger to Trawlerman.
298592,183343,6,2.0,77631,IRE,Shackleton,3,8-8,54.4,p,107.0,817,W M Lordan,1283,A P O'Brien,2nd,15/2,8.5,"Smart 3yo though form doesn't compare to the two top-rated here; step up to 2m may well suit; ran to best when second in 14f Gr 2 latest; cheekpieces first time; vulnerable, all told."
298593,183344,1,4.0,153054,IRE,Comical Point,2,9-2,58.05,,95.0,3005,Oisin Murphy,256,A M Balding,,,,"Yard won this last year; raced far too freely in Gr 2 at Newmarket last time; in good form prior and still isn't fully exposed, so well worth considering for top trainer-jockey combo."
298594,183344,2,1.0,153103,IRE,Do Or Do Not,2,9-2,58.05,p,105.0,3574,Tom Marquand,891,E Walker,,,,"Still a maiden but sets the standard on placed runs in three Gr 2s, last time upped to 7f at Goodwood; cheekpieces first time; not sure this flat 6f will be ideal but strong form claims."
298595,183344,3,5.0,153525,GB,Egoli,2,9-2,58.05,,93.0,4174,Rossa Ryan,152,R M Beckett,1st,4/1,5.0,"Raced on 'wrong' part of course in Gr 2 at Goodwood last time and readily excused that; in good form prior to that; suited by 6f, acts on good and fast; needs more but isn't fully exposed."
298596,183344,4,8.0,152606,IRE,Irish Fighter,2,9-2,58.05,,87.0,2068,M Barzalona,2377,I Mohammed,,,,Creditable fifth in the Super Sprint at Newbury last time; has raced only at 5f; something to find up in grade.
298597,183344,5,6.0,155243,IRE,Lifeplan,2,9-2,58.05,,,4356,Zak Wheatley,148,D Carroll,,5/1,6.0,"A length winner in a 6f novice at Thirsk on debut, when backed beforehand; this is quite a bit harder but that debut win was very promising."
298598,183344,6,3.0,153844,GB,Reciprocated,2,9-2,58.05,,99.0,3348,C Lee,2632,K R Burke,2nd,9/2,5.5,"450,000gns yearling; too free and highly likely didn't stay in Listed race over 7f at Ascot last time; highly promising in two 6f wins before that; very much a contender back at 6f again now."
298599,183344,7,7.0,153560,IRE,Rock On Thunder,2,9-2,58.05,,95.0,5007,K Stott,28,K A Ryan,,,,"380,000gns yearling; ran to form when 4l second to a smart winner in 6f Listed race at Newbury latest; bit more probably needed."
298600,183344,8,2.0,154567,IRE,Yorkshire Puds,2,9-2,58.05,,,1922,Jason Hart,1668,M Appleby,,,,Twice-raced maiden; down the field in a maiden at Goodwood most recently; difficult to fancy at this level.
298601,183345,1,13.0,118113,IRE,Jm Jungle,5,10-1,63.95,,112.0,1922,Jason Hart,4110,J & S Quinn,,,,"In form but improved markedly to win Gr 2 at Goodwood last time; suited by 5f, acts on any; thoroughly admirable sort who has place claims if he can confirm that latest improvement."
298602,183345,2,12.0,122242,IRE,Kerdos,5,10-1,63.95,,106.0,4174,Rossa Ryan,230,C G Cox,,33/1,34.0,Smart sort who probably raced on the 'wrong' side at Goodwood last time; acts on any ground; up and down in recent times and bit to prove overall; cheekpieces worn latest are left off.
298603,183345,3,1.0,110495,GB,Manaccan,6,10-1,63.95,t,99.0,3348,C Lee,324,J Ryan,,100/1,101.0,"Gradually refinding his form since back from two years off, last time fourth in Ascot handicap; even the best of his old form would need improving upon; others preferred."
